location,latitude,longitude,population
Daytona Beach,29.1994,-81.0982,69186
Los Lunas,34.8115,-106.7803,69020
Lima,40.7410,-84.1121,68878
Decatur,34.5730,-86.9906,68867
Rocklin,38.8075,-121.2488,68823
Rogers,36.3172,-94.1526,68669
Castle Rock,39.3763,-104.8535,68484
Hanover,39.8117,-76.9835,68165
Bossier City,32.5227,-93.6666,68159
Dubuque,42.5008,-90.7067,68109
Rockville,39.0834,-77.1552,68079
Victoria,28.8285,-96.9850,68078
Saratoga Springs,43.0674,-73.7775,68028
Guaynabo,18.3839,-66.1134,68024
Gaithersburg,39.1346,-77.2132,67985
Union City,40.7674,-74.0323,67982
Ames,42.0259,-93.6215,67910
West Des Moines,41.5522,-93.7805,67899
South San Francisco,37.6536,-122.4197,67789
Yorba Linda,33.8890,-117.7714,67644
Casper,42.8420,-106.3207,67598
Palatine,42.1181,-88.0430,67482
Corvallis,44.5697,-123.2780,67467
Ankeny,41.7285,-93.6033,67355
Mount Vernon,40.9136,-73.8291,67345
Rowlett,32.9157,-96.5488,67339
Lakeville,44.6774,-93.2520,67317
Alpharetta,34.0704,-84.2739,67213
Longview,46.1461,-122.9629,67081
DeKalb,41.9313,-88.7482,66959
Petaluma,38.2423,-122.6267,66929
Redondo Beach,33.8574,-118.3766,66749
Tamarac,26.2056,-80.2542,66721
Laguna Niguel,33.5275,-117.7050,66385
Eagan,44.8169,-93.1638,66372
Kenner,30.0109,-90.2549,66340
Bay City,43.5903,-83.8886,66107
North Little Rock,34.7808,-92.2371,65903
Sammamish,47.6017,-122.0416,65892
Shawnee,39.0158,-94.8076,65807
Jupiter,26.9199,-80.1128,65791
Doral,25.8151,-80.3565,65741
Florence-Graham,33.9682,-118.2447,65716
Carbondale,37.7221,-89.2238,65671
Blaine,45.1696,-93.2077,65607
Weirton,40.4060,-80.5671,65578
Tulare,36.1996,-119.3400,65496
Wellington,26.6461,-80.2699,65398
Pflugerville,30.4520,-97.6022,65380
Palo Alto,37.3913,-122.1468,65364
Schenectady,42.8025,-73.9276,65273
Great Falls,47.5022,-111.2995,65131
Michigan City,41.7099,-86.8705,65058
Bayonne,40.6661,-74.1141,64897
Eden Prairie,44.8488,-93.4595,64893
Port Orange,29.1084,-81.0137,64842
Dublin,37.7161,-121.8963,64826
Grand Forks,47.9218,-97.0886,64748
Noblesville,40.0354,-86.0042,64668
San Clemente,33.4498,-117.6103,64558
Brentwood,37.9355,-121.7191,64474
Carmichael,38.6337,-121.3230,64454
East Orange,40.7651,-74.2117,64367
Eastvale,33.9617,-117.5802,64157
Chapel Hill,35.9270,-79.0391,64051
Rocky Mount,35.9676,-77.8048,64018
Haverhill,42.7838,-71.0871,64014
Beloit,42.5230,-89.0184,63762
Glens Falls,43.3109,-73.6459,63499
Brentwood,40.7839,-73.2522,63399
Fairbanks,64.8353,-147.6534,63245
Springfield,44.0538,-122.9810,63230
Bethesda,38.9866,-77.1188,63195
Johnstown,40.3258,-78.9193,63141
Dundalk,39.2703,-76.4942,63015
Castro Valley,37.7091,-122.0631,63013
Coon Rapids,45.1755,-93.3095,62998
Elmira,42.0938,-76.8097,62989
Mankato,44.1712,-93.9773,62889
Albany,44.6274,-123.0966,62880
North Miami,25.9007,-80.1686,62822
Encinitas,33.0490,-117.2613,62709
Skokie,42.0359,-87.7400,62700
Leander,30.5728,-97.8618,62608
Parkersburg,39.2624,-81.5420,62566
Waltham,42.3889,-71.2423,62495
Port Charlotte,26.9918,-82.1140,62327
Palm Harbor,28.0847,-82.7481,62310
San Luis Obispo,35.2669,-120.6691,62290
Sebring,27.4770,-81.4530,62250
Council Bluffs,41.2369,-95.8517,62166
Hamilton,39.3938,-84.5653,62082
Moore,35.3293,-97.4758,62055
Pico Rivera,33.9902,-118.0888,62027
Casa Grande,32.9068,-111.7624,61966
Monessen,40.1519,-79.8828,61960
Montebello,34.0155,-118.1108,61954
Rome,34.2661,-85.1862,61537
The Hammocks,25.6700,-80.4483,61516
Millcreek,40.6892,-111.8291,61450
Sanford,28.7893,-81.2760,61448
National City,32.6654,-117.0983,61394
Mayagüez,18.2003,-67.1397,61361
Burnsville,44.7648,-93.2795,61339
Coconut Creek,26.2803,-80.1842,61248
Morristown,36.2046,-83.3006,61171
Reston,38.9497,-77.3461,61147
Lakewood,47.1628,-122.5299,61037
Spring,30.0613,-95.3830,60976
Gadsden,34.0090,-86.0156,60944
Taylor,42.2260,-83.2688,60922
Novi,42.4786,-83.4893,60896
Marietta,33.9533,-84.5422,60867
Hot Springs,34.4892,-93.0501,60767
Woodland,38.6712,-121.7500,60598
Fountainebleau,25.7723,-80.3458,60547
La Habra,33.9278,-117.9513,60513
Malden,42.4305,-71.0576,60470
South Whittier,33.9336,-118.0311,60357
Commerce City,39.8642,-104.8434,60336
South Hill,47.1203,-122.2848,60172
Bristol,41.6812,-72.9407,59947
Columbus,39.2093,-85.9183,59897
West Allis,43.0068,-88.0296,59890
Taylorsville,40.6570,-111.9493,59805
Bangor,44.8322,-68.7906,59772
Monterey Park,34.0497,-118.1326,59669
Greenwood,39.6019,-86.1073,59458
Bartlett,35.2337,-89.8195,59440
Bradenton,27.4900,-82.5739,59439
Pontiac,42.6493,-83.2878,59438
Staunton,38.1593,-79.0611,59433
Meriden,41.5367,-72.7944,59395
Gardena,33.8944,-118.3073,59329
Apex,35.7239,-78.8728,59300
Royal Oak,42.5084,-83.1539,59277
Cupertino,37.3168,-122.0465,59276
La Mesa,32.7703,-117.0204,59249
Benton Harbor,42.1159,-86.4488,59216
St. Clair Shores,42.4921,-82.8957,58984
Des Plaines,42.0345,-87.9009,58899
Lewiston,44.0915,-70.1681,58802
Margate,26.2466,-80.2119,58796
Midland,43.6241,-84.2319,58787
Carson City,39.1512,-119.7474,58756
Bowie,38.9569,-76.7409,58643
Middletown,41.4459,-74.4236,58592
Caldwell,43.6453,-116.6591,58481
San Rafael,37.9905,-122.5222,58440
Richland,46.2824,-119.2938,58225
St. Peters,38.7824,-90.6061,58212
Wesley Chapel,28.2106,-82.3238,58208
Hendersonville,36.3063,-86.5998,58113
White Plains,41.0220,-73.7549,58109
Huntersville,35.4058,-80.8727,58098
Santee,32.8554,-116.9851,58081
Jefferson City,38.5676,-92.1759,58025
Beckley,37.7878,-81.1841,57942
Arcadia,34.1342,-118.0373,57939
Titusville,28.5727,-80.8193,57891
Cartersville,34.1639,-84.8007,57873
Walla Walla,46.0670,-118.3366,57860
Orland Park,41.6074,-87.8619,57857
Towson,39.3944,-76.6190,57817
Weymouth,42.1984,-70.9466,57746
Parker,39.5084,-104.7753,57706
Palm Beach Gardens,26.8466,-80.1679,57704
Bozeman,45.6832,-111.0552,57695
East Stroudsburg,41.0023,-75.1779,57577
Huntington Park,33.9800,-118.2167,57509
Taunton,41.9036,-71.0943,57464
Midwest City,35.4630,-97.3709,57407
Medford,42.4234,-71.1087,57341
Goldsboro,35.3778,-77.9720,57278
Euless,32.8508,-97.0799,57197
Manhattan,39.1886,-96.6046,57046
Shoreline,47.7564,-122.3426,57027
Lake Havasu City,34.5006,-114.3113,56820
Smyrna,33.8633,-84.5168,56666
Cape Girardeau,37.3108,-89.5597,56551
Tamiami,25.7556,-80.4016,56225
Kendale Lakes,25.7081,-80.4078,56182
Grants Pass,42.4333,-123.3317,55837
Blue Springs,39.0124,-94.2721,55829
Southaven,34.9514,-89.9787,55780
Tinley Park,41.5670,-87.8050,55773
Diamond Bar,33.9991,-117.8161,55720
Pittsfield,42.4517,-73.2605,55697
Eagle Pass,28.7125,-100.4840,55686
New Brunswick,40.4870,-74.4450,55676
Lenexa,38.9609,-94.8018,55625
Hazleton,40.9504,-75.9724,55604
Twin Falls,42.5645,-114.4615,55556
Brookhaven,33.8744,-84.3314,55554
Novato,38.0920,-122.5576,55516
Tigard,45.4237,-122.7845,55514
Highland,34.1113,-117.1654,55417
Fountain Valley,33.7105,-117.9514,55357
Dearborn Heights,42.3164,-83.2769,55353
Grapevine,32.9343,-97.0744,55281
Fond du Lac,43.7718,-88.4396,55209
Hacienda Heights,33.9970,-117.9728,55188
Ithaca,42.4442,-76.5032,55137
Apple Valley,44.7457,-93.2006,55135
Chicopee,42.1764,-72.5719,55126
Oak Lawn,41.7139,-87.7528,55022
Cathedral City,33.8363,-116.4642,55007
Delano,35.7670,-119.2637,54917
Bentonville,36.3546,-94.2306,54909
Stonecrest,33.6842,-84.1372,54903
Kettering,39.6957,-84.1495,54855
Colton,34.0538,-117.3254,54824
Kingston,41.9295,-73.9968,54791
West Haven,41.2739,-72.9672,54620
St. Cloud,28.2294,-81.2829,54579
Normal,40.5218,-88.9881,54469
Berwyn,41.8433,-87.7909,54391
Milford,41.2256,-73.0616,54328
Aloha,45.4920,-122.8726,54287
Arroyo Grande,35.1241,-120.5845,54177
Minnetonka,44.9322,-93.4598,54064
Rosemead,34.0689,-118.0823,54058
Paramount,33.8976,-118.1652,53955
Yucaipa,34.0336,-117.0429,53921
Brunswick,31.1450,-81.4740,53914
Williamsport,41.2398,-77.0371,53861
Elyria,41.3761,-82.1063,53757
Leesburg,39.1058,-77.5544,53727
Mount Prospect,42.0641,-87.9375,53719
Pinellas Park,27.8589,-82.7078,53637
Bellevue,41.1535,-95.9357,53544
West Sacramento,38.5557,-121.5504,53519
Apopka,28.7014,-81.5304,53447
Lewiston,46.3934,-116.9934,53384
Grand Island,40.9214,-98.3584,53296
Palm Desert,33.7378,-116.3695,53275
Milford city ,41.2256,-73.0625,53195
Watertown,43.9734,-75.9094,53163
Little Elm,33.1856,-96.9290,53126
Chambersburg,39.9315,-77.6556,53083
Revere,42.4192,-71.0036,53073
Peabody,42.5335,-70.9724,53070
Wylie,33.0362,-96.5161,53067
Beaufort,32.4597,-80.7235,53051
Aspen Hill,39.0928,-77.0823,53049
DeSoto,32.5992,-96.8633,52988
Helena,46.5965,-112.0202,52936
Edina,44.8914,-93.3602,52857
Wheaton,41.8561,-88.1083,52745
West New York,40.7856,-74.0093,52723
Hoboken,40.7453,-74.0279,52677
Lacey,47.0460,-122.7934,52592
Summerville,33.0015,-80.1799,52549
Oak Park,41.8872,-87.7899,52381
Maricopa,33.0404,-112.0006,52127
Lompoc,34.6618,-120.4714,52020
Kentwood,42.8852,-85.5925,51898
Levittown,40.1537,-74.8530,51818
Sierra Vista,31.5630,-110.3153,51731
Levittown,40.7241,-73.5125,51634
Madison,34.7114,-86.7626,51593
Smyrna,35.9722,-86.5253,51586
Glendora,34.1449,-117.8468,51544
Burien,47.4762,-122.3394,51500
Perth Amboy,40.5203,-74.2724,51390
Herriman,40.4899,-112.0171,51348
Farmington,36.7555,-108.1823,51309
New Bern,35.0955,-77.0723,51308
Placentia,33.8807,-117.8553,51233
Hinesville,31.8247,-81.6135,51206
Beaumont,33.9076,-116.9766,51063
Collierville,35.0471,-89.6988,51040
West Lafayette,40.4432,-86.9239,50996
Florissant,38.7996,-90.3269,50952
Hoffman Estates,42.0639,-88.1468,50932
Queen Creek,33.2386,-111.6343,50890
Aliso Viejo,33.5792,-117.7289,50887
Kannapolis,35.4764,-80.6403,50841
Methuen Town,42.7340,-71.1889,50706
Sahuarita,31.9323,-110.9654,50616
Traverse City,44.7547,-85.6035,50522
Severn,39.1355,-76.6958,50496
Catalina Foothills,32.3041,-110.8835,50454
Galveston,29.2487,-94.8910,50446
Country Club,25.9407,-80.3102,50431
Cookeville,36.1484,-85.5114,50408
Mishawaka,41.6736,-86.1669,50363
Rowland Heights,33.9716,-117.8911,50347
Plainfield,40.6154,-74.4157,50317
Bullhead City,35.1205,-114.5460,50309
Stillwater,36.1316,-97.0740,50299
Forney,32.7440,-96.4529,50251
Wheaton,39.0492,-77.0572,50229
Azusa,34.1386,-117.9124,49974
North Bethesda,39.0393,-77.1191,49872
Cerritos,33.8677,-118.0686,49859
Ashburn,39.0300,-77.4711,49848
Bloomsburg,41.0027,-76.4561,49840
Morehead City,34.7308,-76.7387,49760
Coral Gables,25.7037,-80.2715,49700
Enid,36.4061,-97.8701,49688
Lakewood,41.4824,-81.8008,49678
Oroville,39.4999,-121.5634,49513
Wilson,35.7312,-77.9284,49483
Lawrence,39.8674,-85.9905,49462
Portage,42.2000,-85.5906,49445
Minot,48.2375,-101.2781,49425
Dunwoody,33.9418,-84.3122,49356
Poway,32.9871,-117.0201,49323
San Jacinto,33.7970,-116.9916,49215
Troy,42.7354,-73.6751,49154
Newark,37.5204,-122.0312,49149
Cuyahoga Falls,41.1641,-81.5207,49106
Downers Grove,41.7949,-88.0170,49057
Bedford,32.8464,-97.1350,49049
Reedley,36.5987,-119.4473,49042
Dublin,40.1112,-83.1454,49037
Marana,32.4355,-111.1558,49030
Cypress,33.8171,-118.0386,49006
Hollister,36.8563,-121.3981,48992
Murray,40.6498,-111.8874,48917
Roswell,33.3730,-104.5294,48889
Pascagoula,30.3665,-88.5507,48869
Tuckahoe,37.5878,-77.5858,48799
Ceres,37.5953,-120.9625,48706
St. Louis Park,44.9488,-93.3649,48662
Rio Grande City,26.3808,-98.8215,48610
Draper,40.4957,-111.8605,48587
Palm Springs,33.8017,-116.5382,48518
Paducah,37.0711,-88.6436,48481
Findlay,41.0467,-83.6379,48469
University,28.0771,-82.4335,48436
Bel Air South,39.5051,-76.3197,48425
Antelope,38.7153,-121.3610,48398
Kyle,29.9937,-97.8859,48393
Monroe,41.9154,-83.3850,48317
Lincoln,38.8759,-121.2916,48275
Ocoee,28.5787,-81.5338,48263
Burleson,32.5170,-97.3343,48225
La Mirada,33.9025,-118.0093,48183
Farmers Branch,32.9272,-96.8804,48158
East Lansing,42.7480,-84.4835,48145
Uniontown,39.8994,-79.7244,48137
Jeffersonville,38.3376,-85.7026,48126
Winder,33.9917,-83.7218,48125
Wauwatosa,43.0615,-88.0347,48118
Littleton,39.5915,-105.0188,48065
Cumberland,39.6515,-78.7585,47980
Cedar Hill,32.5810,-96.9591,47930
Carrollton,33.5817,-85.0837,47920
Rancho Santa Margarita,33.6318,-117.5989,47896
Beavercreek,39.7310,-84.0624,47741
Niagara Falls,43.0921,-79.0147,47720
McLean,38.9436,-77.1943,47682
North Highlands,38.6713,-121.3721,47661
East Providence,41.8065,-71.3565,47618
Florin,38.4832,-121.4042,47555
East Honolulu,21.2975,-157.7211,47540
Chesterfield,38.6588,-90.5804,47538
Covina,34.0903,-117.8817,47450
Bothell,47.7735,-122.2044,47415
Glenview,42.0825,-87.8216,47308
Mentor,41.6895,-81.3361,47262
Keller,32.9337,-97.2255,47213
Danville,40.1423,-87.6114,47059
Spring Hill,35.7438,-86.9116,47042
Roseville,42.5074,-82.9369,47018
Elmhurst,41.8973,-87.9432,46746
New Philadelphia,40.4860,-81.4402,46698
Sandusky,41.4437,-82.7149,46655
El Dorado Hills,38.6750,-121.0490,46593
Salina,38.8137,-97.6143,46550
Euclid,41.5904,-81.5188,46550
Kingman,35.2170,-114.0105,46524
Everett,42.4064,-71.0545,46451
Farmington,37.7821,-90.4288,46331
Weatherford,32.7536,-97.7723,46268
Middletown,41.5476,-72.6549,46258
Roseburg,43.2232,-123.3518,46228
Biloxi,30.4422,-88.9512,46212
Leavenworth,39.3239,-94.9240,46192
Fort Pierce,27.4256,-80.3431,46103
Winter Garden,28.5421,-81.5966,46051
Oro Valley,32.4208,-110.9768,46044
Morgan Hill,37.1326,-121.6417,45952
Potomac,39.0141,-77.1943,45940
Pinehurst,35.1922,-79.4684,45935
Danville,36.5831,-79.4087,45890
Rockwall,32.9169,-96.4377,45888
Coachella,33.6905,-116.1430,45743
Wake Forest,35.9629,-78.5141,45629
Pearl City,21.4031,-157.9566,45605
Tupelo,34.2692,-88.7318,45466
Attleboro,41.9311,-71.2950,45237
Pine Bluff,34.2116,-92.0178,45204
Oakland Park,26.1780,-80.1528,45202
Marion,40.5933,-83.1237,45181
Hilo,19.6886,-155.0864,45056
Lufkin,31.3217,-94.7277,44867
Altadena,34.1928,-118.1345,44850
Manitowoc,44.0991,-87.6811,44770
Lake Ridge,38.6843,-77.3059,44716
Selma,36.5715,-119.6143,44703
Strongsville,41.3128,-81.8313,44660
Danville,37.8121,-121.9698,44510
Quincy,39.9335,-91.3799,44466
Lancaster,39.7249,-82.6049,44447
Riverton,40.5177,-111.9635,44440
The Colony,33.0925,-96.8977,44438
Urbandale,41.6390,-93.7813,44379
Plainfield,41.6206,-88.2252,44308
Lombard,41.8742,-88.0157,44303
Prescott,34.5850,-112.4475,44299
North Lauderdale,26.2113,-80.2209,44262
Eureka,40.7942,-124.1568,44236
Hackensack,40.8890,-74.0461,44188
Sayreville,40.4656,-74.3237,44173
Altamonte Springs,28.6615,-81.3953,44143
Del Rio,29.3708,-100.8800,44121
Cleveland Heights,41.5112,-81.5636,43992
Bountiful,40.8722,-111.8647,43981
Desert Hot Springs,33.9551,-116.5430,43914
Peachtree Corners,33.9670,-84.2319,43905
Haltom City,32.8176,-97.2707,43874
Ormond Beach,29.2960,-81.1003,43759
Cutler Bay,25.5765,-80.3356,43718
Trujillo Alto,18.3601,-66.0103,43703
Adrian,41.8994,-84.0446,43689
Goose Creek,32.9925,-80.0054,43665
Moorhead,46.8673,-96.7461,43652
Westfield,40.0333,-86.1532,43649
Concord,43.2305,-71.5595,43627
Annandale,38.8324,-77.1960,43295
Rohnert Park,38.3480,-122.6964,43291
Brea,33.9254,-117.8656,43255
Klamath Falls,42.2191,-121.7754,43246
Salem,42.5129,-70.9020,43226
Channelview,29.7914,-95.1145,43055
North Miami Beach,25.9302,-80.1660,43041
Whitney,36.1005,-115.0380,42973
Freeport,40.6515,-73.5850,42956
Centralia,46.7226,-122.9696,42922
Gallatin,36.3782,-86.4696,42918
Stevens Point,44.5241,-89.5508,42837
San Bruno,37.6254,-122.4313,42807
Burke,38.7773,-77.2633,42806
Brentwood,35.9918,-86.7758,42783
North Fort Myers,26.7243,-81.8491,42770
Hicksville,40.7637,-73.5245,42709
West Babylon,40.7112,-73.3567,42665
Edmonds,47.8115,-122.3533,42605
Apache Junction,33.3985,-111.5351,42571
Fairfield,39.3301,-84.5409,42558
Oakley,37.9929,-121.6951,42543
Hutchinson,38.0671,-97.9081,42531
Greenwood,34.1945,-82.1542,42429
Richmond,39.8318,-84.8905,42373
Linden,40.6251,-74.2381,42361
Puyallup,47.1794,-122.2902,42361
Huntsville,30.7050,-95.5544,42241
Urbana,40.1106,-88.1972,42214
Beverly,42.5681,-70.8627,42174
Clovis,34.4376,-103.1923,42168
Statesboro,32.4376,-81.7750,42102
Hobbs,32.7282,-103.1600,42095
McMinnville,45.2110,-123.1918,42062
Schertz,29.5649,-98.2537,42042
Bell Gardens,33.9663,-118.1550,42012
Oviedo,28.6580,-81.1872,41860
Odenton,39.0661,-76.6939,41846
Grove City,39.8659,-83.0694,41820
Campbell,37.2802,-121.9538,41793
Wentzville,38.8152,-90.8667,41784
Woonsocket,42.0010,-71.4993,41751
La Quinta,33.6536,-116.2785,41748
Weslaco,26.1648,-97.9898,41629
Zanesville,39.9565,-82.0132,41589
Newnan,33.3766,-84.7761,41581
Shakopee,44.7744,-93.4764,41570
Brighton,39.9716,-104.7964,41554
Catonsville,39.2646,-76.7424,41547
Rancho Palos Verdes,33.7554,-118.3637,41530
Mableton,33.8132,-84.5656,41487
Coppell,32.9638,-96.9905,41421
Linton Hall,38.7551,-77.5750,41386
Moline,41.4821,-90.4921,41356
Delaware,40.2866,-83.0747,41283
Westfield,42.1382,-72.7561,41204
Shelton,41.3060,-73.1383,41129
Greenacres,26.6272,-80.1371,41117
Westerville,40.1241,-82.9209,41103
Manassas,38.7479,-77.4839,41085
Kearny,40.7528,-74.1202,41058
Los Banos,37.0630,-120.8406,41036
Richmond,37.7306,-84.2926,40972
Spanish Fork,40.1101,-111.6406,40913
Belleville,38.5165,-89.9900,40897
Maplewood,44.9842,-93.0247,40885
Wilkes-Barre,41.2468,-75.8759,40766
Pottsville,40.6798,-76.2092,40685
Columbia,35.6235,-87.0486,40663
Bartlett,41.9803,-88.2069,40647
Bluefield,37.2608,-81.2143,40640
Fitchburg,42.5912,-71.8156,40638
Marion,40.5496,-85.6600,40588
Cedar Falls,42.5195,-92.4534,40536
Buffalo Grove,42.1673,-87.9616,40494
Jamestown,42.0975,-79.2366,40493
Woodlawn,39.3054,-76.7489,40469
Clarksburg,39.2863,-80.3230,40403
Royal Palm Beach,26.7038,-80.2241,40396
Marion,42.0450,-91.5846,40359
Covington,39.0334,-84.5166,40341
Coram,40.8813,-73.0059,40311
Friendswood,29.5111,-95.1979,40290
Indian Trail,35.0698,-80.6457,40252
Woburn,42.4869,-71.1543,40228
The Acreage,26.7741,-80.2779,40177
Holyoke,42.2125,-72.6411,40117
Montclair,34.0714,-117.6980,40083
South Valley,35.0092,-106.6819,40080
Torrington,41.8349,-73.1281,40003
Cedar City,37.6834,-113.0956,39995
San Gabriel,34.0948,-118.0990,39899
Hallandale Beach,25.9854,-80.1423,39847
Crystal Lake,42.2333,-88.3351,39829
Calexico,32.6849,-115.4944,39825
Lake Oswego,45.4130,-122.7003,39822
Amherst,42.3645,-72.5069,39814
Muskogee,35.7431,-95.3568,39789
Romeoville,41.6318,-88.0996,39746
Plant City,28.0140,-82.1201,39744
Keizer,45.0029,-123.0241,39713
New Berlin,42.9726,-88.1291,39691
Chelsea,42.3959,-71.0325,39690
La Puente,34.0323,-117.9533,39614
Roy,41.1715,-112.0485,39613
Security-Widefield,38.7489,-104.7142,39612
Marlborough,42.3494,-71.5468,39597
Milton,34.1353,-84.3138,39587
Issaquah,47.5440,-122.0471,39509
Waipahu,21.3858,-158.0103,39469
Essex,39.3024,-76.4457,39437
Bartlesville,36.7357,-95.9453,39301
Lancaster,32.5922,-96.7737,39228
Streamwood,42.0209,-88.1778,39228
Germantown,35.0829,-89.7825,39225
Annapolis,38.9706,-76.5047,39223
Carol Stream,41.9182,-88.1308,39203
Asheboro,35.7158,-79.8129,39192
Culver City,34.0058,-118.3968,39185
Kalispell,48.2156,-114.3262,39182
Arecibo,18.4491,-66.7387,39176
Lynnwood,47.8284,-122.3033,39141
Mooresville,35.5849,-80.8265,39132
Brookfield,43.0640,-88.1231,39115
Crestview,30.7480,-86.5784,39072
Horizon West,28.4417,-81.6145,39065
Clinton,38.7499,-76.9063,39018
Moses Lake,47.1280,-119.2761,39002
New Castle,40.9956,-80.3459,38930
Olive Branch,34.9610,-89.8469,38924
Enterprise,31.3276,-85.8459,38914
Sun City,33.6165,-112.2819,38877
Frankfort,38.1924,-84.8643,38852
Northglenn,39.9108,-104.9783,38819
Warren,41.2390,-80.8174,38752
Duncanville,32.6460,-96.9127,38751
Hurst,32.8353,-97.1808,38655
Clermont,28.5402,-81.7259,38654
Wheeling,42.1308,-87.9240,38646
Fort Lee,40.8509,-73.9712,38605
Pacifica,37.6112,-122.4781,38546
Lake Worth,26.6196,-80.0591,38526
Lebanon,36.2040,-86.3481,38518
Kendall West,25.7065,-80.4388,38433
Land O' Lakes,28.2075,-82.4476,38410
Eagle Mountain,40.3137,-112.0114,38391
Reynoldsburg,39.9587,-82.7944,38327
Oxford,34.3627,-89.5336,38310
Rosenberg,29.5460,-95.8220,38307
Martinez,37.9985,-122.1160,38297
Pleasant Grove,40.3716,-111.7412,38258
La Presa,32.7110,-117.0027,38227
Severna Park,39.0870,-76.5687,38188
Huber Heights,39.8595,-84.1130,38154
Stanton,33.8002,-117.9935,38139
East Meadow,40.7197,-73.5604,38029
